2026-04-06 00:39:41,537 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 11:58:53,208 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 11:58:53,238 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 11:58:53,659 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 11:58:58,266 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 11:58:58,266 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 11:59:33,675 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 11:59:33,675 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 11:59:33,676 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 11:59:33,677 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 11:59:36,574 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 11:59:36,630 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 11:59:36,631 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 11:59:36,655 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 11:59:41,473 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 11:59:41,700 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 11:59:41,701 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 12:08:21,436 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 12:08:21,440 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 12:08:21,441 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 12:08:21,441 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 12:08:25,941 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 12:08:26,010 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 12:08:26,011 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 12:08:26,040 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 12:08:26,232 | INFO     | ITS_App:14 | MCP client connected: 通用联网搜索
2026-04-06 12:08:26,606 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 12:08:26,606 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 12:08:42,624 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何使用 U 盘安装 Windows 系统？
2026-04-06 12:08:44,712 | INFO     | ITS_App:221 | [Route] 转交技术专家: 如何使用 U 盘安装 Windows 系统？...
2026-04-06 12:08:44,713 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 12:09:00,299 | INFO     | ITS_App:241 | [Route] 知识库命中，直接返回知识库结果
2026-04-06 12:09:11,097 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:09:11,099 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:09:11,107 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 12:19:53,645 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:19:53,646 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:19:53,648 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 12:20:08,843 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 电脑开机后黑屏，但风扇还在转，应该怎么排查？
2026-04-06 12:20:10,556 | INFO     | ITS_App:221 | [Route] 转交技术专家: 电脑开机后黑屏，但风扇还在转，应该怎么排查？...
2026-04-06 12:20:10,556 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 12:21:10,599 | WARNING  | ITS_App:245 | [Route] 知识库预查询失败，继续回退技术专家智能体: 
2026-04-06 12:26:06,052 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 12:26:06,122 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 12:26:06,124 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 12:26:06,152 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 12:26:06,364 | INFO     | ITS_App:14 | MCP client connected: 通用联网搜索
2026-04-06 12:26:06,720 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 12:26:06,721 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 12:26:16,701 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 12:26:16,702 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 12:26:16,702 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 12:26:16,703 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 12:26:20,371 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 12:26:20,411 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 12:26:20,412 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 12:26:20,435 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 12:26:20,601 | INFO     | ITS_App:14 | MCP client connected: 通用联网搜索
2026-04-06 12:26:20,907 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 12:26:20,908 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 12:26:26,059 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:26:26,059 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:26:26,061 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 12:26:41,302 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 电脑开机后黑屏，但风扇还在转，应该怎么排查？
2026-04-06 12:26:43,541 | INFO     | ITS_App:221 | [Route] 转交技术专家: 电脑开机后黑屏，但风扇还在转，应该怎么排查？...
2026-04-06 12:26:43,541 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 12:27:43,559 | WARNING  | ITS_App:245 | [Route] 知识库预查询失败，继续回退技术专家智能体: 
2026-04-06 12:37:18,859 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:37:18,860 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:37:18,861 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 4 个会话
2026-04-06 12:50:18,452 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 12:50:18,454 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 12:50:18,455 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 12:50:18,455 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 12:50:22,198 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 12:50:22,270 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 12:50:22,272 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 12:50:22,303 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 12:50:22,502 | INFO     | ITS_App:14 | MCP client connected: 通用联网搜索
2026-04-06 12:50:22,851 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 12:50:22,851 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 12:51:03,479 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 电脑开机后黑屏，但风扇还在转，应该怎么排查？
2026-04-06 12:51:05,389 | INFO     | ITS_App:221 | [Route] 转交技术专家: 电脑开机后黑屏，但风扇还在转，应该怎么排查？...
2026-04-06 12:51:05,389 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 12:51:24,845 | INFO     | ITS_App:241 | [Route] 知识库命中，直接返回知识库结果
2026-04-06 12:51:35,953 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:51:35,954 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:51:35,955 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 4 个会话
2026-04-06 12:51:52,529 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 小米的股价是多少
2026-04-06 12:51:54,084 | INFO     | ITS_App:221 | [Route] 转交技术专家: 小米的股价是多少...
2026-04-06 12:51:54,084 | INFO     | ITS_App:249 | [Route] 识别为实时资讯问题，跳过知识库预查询
2026-04-06 12:52:03,451 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:52:03,452 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:52:03,454 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 4 个会话
2026-04-06 12:52:16,178 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 山东农业大学需要多少分考上
2026-04-06 12:52:17,619 | INFO     | ITS_App:221 | [Route] 转交技术专家: 山东农业大学需要多少分考上...
2026-04-06 12:52:17,620 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 12:52:36,697 | INFO     | ITS_App:241 | [Route] 知识库命中，直接返回知识库结果
2026-04-06 12:52:46,723 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:52:46,725 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:52:46,726 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 4 个会话
2026-04-06 12:53:12,496 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 电脑爆炸了怎么办
2026-04-06 12:53:14,201 | INFO     | ITS_App:221 | [Route] 转交技术专家: 电脑爆炸了怎么办...
2026-04-06 12:53:14,201 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 12:53:39,224 | WARNING  | ITS_App:245 | [Route] 知识库预查询失败，继续回退技术专家智能体: 
2026-04-06 12:54:05,717 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:54:05,717 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:54:05,719 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 4 个会话
2026-04-06 12:54:35,047 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 12:54:35,049 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 12:54:35,049 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 12:54:35,049 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 12:54:38,465 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 12:54:38,526 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 12:54:38,527 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 12:54:38,552 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 12:54:38,719 | INFO     | ITS_App:14 | MCP client connected: 通用联网搜索
2026-04-06 12:54:39,091 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 12:54:39,091 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 12:54:57,057 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 电脑自己飞走了怎么办
2026-04-06 12:55:02,095 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 12:55:02,096 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 12:55:02,098 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 4 个会话
